date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
02:34:49	0/0	---M--	302	error ('FOUND')	text/plain	date:Thu,%2030%20Mar%202023%2000:33:34%20GMT	https://estrellasdebetta.github.io/web.archive.org/web/20170914025252cs_/http_/estrellasdebetta.com/wp-content/plugins/woocommerce/assets/css/woocommerce-layout.css?ver=3.1.2	D:/My%20Web%20Sites/edb2/web.archive.org/web/20170914025252cs_/http_/estrellasdebetta.com/wp-content/plugins/woocommerce/assets/css/woocommerce-layout0226.css	(from https://estrellasdebetta.github.io/web.archive.org/web/20170914025252/http_/estrellasdebetta.com/)
02:34:50	16535/16535	---MCZ	200	added ('OK')	text/css	date:Thu,%2030%20Mar%202023%2000:33:35%20GMT	https://estrellasdebetta.github.io/web.archive.org/web/20171002180752cs_/http_/estrellasdebetta.com/wp-content/plugins/woocommerce/assets/css/woocommerce-layout.css?ver=3.1.2	D:/My%20Web%20Sites/edb2/web.archive.org/web/20171002180752cs_/http_/estrellasdebetta.com/wp-content/plugins/woocommerce/assets/css/woocommerce-layout0226.css	(from https://estrellasdebetta.github.io/web.archive.org/web/20170914025252/http_/estrellasdebetta.com/)
02:34:50	0/0	---M--	302	error ('FOUND')	text/plain	date:Thu,%2030%20Mar%202023%2000:33:36%20GMT	https://estrellasdebetta.github.io/web.archive.org/web/20170914025252cs_/http_/estrellasdebetta.com/wp-content/plugins/woocommerce/assets/css/woocommerce-smallscreen.css?ver=3.1.2	D:/My%20Web%20Sites/edb2/web.archive.org/web/20170914025252cs_/http_/estrellasdebetta.com/wp-content/plugins/woocommerce/assets/css/woocommerce-smallscreen0226.css	(from https://estrellasdebetta.github.io/web.archive.org/web/20170914025252/http_/estrellasdebetta.com/)
02:34:51	7502/7502	---MCZ	200	added ('OK')	text/css	date:Thu,%2030%20Mar%202023%2000:33:36%20GMT	https://estrellasdebetta.github.io/web.archive.org/web/20171002175528cs_/http_/estrellasdebetta.com/wp-content/plugins/woocommerce/assets/css/woocommerce-smallscreen.css?ver=3.1.2	D:/My%20Web%20Sites/edb2/web.archive.org/web/20171002175528cs_/http_/estrellasdebetta.com/wp-content/plugins/woocommerce/assets/css/woocommerce-smallscreen0226.css	(from https://estrellasdebetta.github.io/web.archive.org/web/20170914025252/http_/estrellasdebetta.com/)
02:34:51	0/0	---M--	302	error ('FOUND')	text/plain	date:Thu,%2030%20Mar%202023%2000:33:37%20GMT	https://estrellasdebetta.github.io/web.archive.org/web/20170914025252cs_/http_/estrellasdebetta.com/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=3.1.2	D:/My%20Web%20Sites/edb2/web.archive.org/web/20170914025252cs_/http_/estrellasdebetta.com/wp-content/plugins/woocommerce/assets/css/woocommerce0226.css	(from https://estrellasdebetta.github.io/web.archive.org/web/20170914025252/http_/estrellasdebetta.com/)
02:34:53	61500/61500	---MCZ	200	added ('OK')	text/css	date:Thu,%2030%20Mar%202023%2000:33:38%20GMT	https://estrellasdebetta.github.io/web.archive.org/web/20171002182037cs_/http_/estrellasdebetta.com/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=3.1.2	D:/My%20Web%20Sites/edb2/web.archive.org/web/20171002182037cs_/http_/estrellasdebetta.com/wp-content/plugins/woocommerce/assets/css/woocommerce0226.css	(from https://estrellasdebetta.github.io/web.archive.org/web/20170914025252/http_/estrellasdebetta.com/)
02:34:53	0/0	---M--	302	error ('FOUND')	text/plain	date:Thu,%2030%20Mar%202023%2000:33:39%20GMT	https://estrellasdebetta.github.io/web.archive.org/web/20170914025252cs_/http_/estrellasdebetta.com/wp-content/themes/dt-the7/css/normalize.css?ver=4.8.1	D:/My%20Web%20Sites/edb2/web.archive.org/web/20170914025252cs_/http_/estrellasdebetta.com/wp-content/themes/dt-the7/css/normalizea288.css	(from https://estrellasdebetta.github.io/web.archive.org/web/20170914025252/http_/estrellasdebetta.com/)
02:34:54	8372/8372	---MCZ	200	added ('OK')	text/css	date:Thu,%2030%20Mar%202023%2000:33:39%20GMT	https://estrellasdebetta.github.io/web.archive.org/web/20171002180204cs_/http_/estrellasdebetta.com/wp-content/themes/dt-the7/css/normalize.css?ver=4.8.1	D:/My%20Web%20Sites/edb2/web.archive.org/web/20171002180204cs_/http_/estrellasdebetta.com/wp-content/themes/dt-the7/css/normalizea288.css	(from https://estrellasdebetta.github.io/web.archive.org/web/20170914025252/http_/estrellasdebetta.com/)
02:34:54	0/0	---M--	302	error ('FOUND')	text/plain	date:Thu,%2030%20Mar%202023%2000:33:40%20GMT	https://estrellasdebetta.github.io/web.archive.org/web/20170914025252cs_/http_/estrellasdebetta.com/wp-content/themes/dt-the7/css/wireframe.css?ver=4.8.1	D:/My%20Web%20Sites/edb2/web.archive.org/web/20170914025252cs_/http_/estrellasdebetta.com/wp-content/themes/dt-the7/css/wireframea288.css	(from https://estrellasdebetta.github.io/web.archive.org/web/20170914025252/http_/estrellasdebetta.com/)
02:34:55	3075/3075	---MCZ	200	added ('OK')	text/css	date:Thu,%2030%20Mar%202023%2000:33:40%20GMT	https://estrellasdebetta.github.io/web.archive.org/web/20171002180246cs_/http_/estrellasdebetta.com/wp-content/themes/dt-the7/css/wireframe.css?ver=4.8.1	D:/My%20Web%20Sites/edb2/web.archive.org/web/20171002180246cs_/http_/estrellasdebetta.com/wp-content/themes/dt-the7/css/wireframea288.css	(from https://estrellasdebetta.github.io/web.archive.org/web/20170914025252/http_/estrellasdebetta.com/)
02:34:55	0/0	---M--	302	error ('FOUND')	text/plain	date:Thu,%2030%20Mar%202023%2000:33:40%20GMT	https://estrellasdebetta.github.io/web.archive.org/web/20170914025252cs_/http_/estrellasdebetta.com/wp-content/themes/dt-the7/css/main.css?ver=4.8.1	D:/My%20Web%20Sites/edb2/web.archive.org/web/20170914025252cs_/http_/estrellasdebetta.com/wp-content/themes/dt-the7/css/maina288.css	(from https://estrellasdebetta.github.io/web.archive.org/web/20170914025252/http_/estrellasdebetta.com/)
02:34:58	0/0	---M--	302	error ('FOUND')	text/plain	date:Thu,%2030%20Mar%202023%2000:33:41%20GMT	https://estrellasdebetta.github.io/web.archive.org/web/20170914025252cs_/http_/estrellasdebetta.com/wp-content/themes/dt-the7/css/media.css?ver=4.8.1	D:/My%20Web%20Sites/edb2/web.archive.org/web/20170914025252cs_/http_/estrellasdebetta.com/wp-content/themes/dt-the7/css/mediaa288.css	(from https://estrellasdebetta.github.io/web.archive.org/web/20170914025252/http_/estrellasdebetta.com/)
02:34:59	281266/281266	---MCZ	200	added ('OK')	text/css	date:Thu,%2030%20Mar%202023%2000:33:41%20GMT	https://estrellasdebetta.github.io/web.archive.org/web/20171002182635cs_/http_/estrellasdebetta.com/wp-content/themes/dt-the7/css/main.css?ver=4.8.1	D:/My%20Web%20Sites/edb2/web.archive.org/web/20171002182635cs_/http_/estrellasdebetta.com/wp-content/themes/dt-the7/css/maina288.css	(from https://estrellasdebetta.github.io/web.archive.org/web/20170914025252/http_/estrellasdebetta.com/)
02:34:59	20627/20627	---MCZ	200	added ('OK')	text/css	date:Thu,%2030%20Mar%202023%2000:33:44%20GMT	https://estrellasdebetta.github.io/web.archive.org/web/20171002180041cs_/http_/estrellasdebetta.com/wp-content/themes/dt-the7/css/media.css?ver=4.8.1	D:/My%20Web%20Sites/edb2/web.archive.org/web/20171002180041cs_/http_/estrellasdebetta.com/wp-content/themes/dt-the7/css/mediaa288.css	(from https://estrellasdebetta.github.io/web.archive.org/web/20170914025252/http_/estrellasdebetta.com/)
02:34:59	0/0	---M--	302	error ('FOUND')	text/plain	date:Thu,%2030%20Mar%202023%2000:33:45%20GMT	https://estrellasdebetta.github.io/web.archive.org/web/20170914025252cs_/http_/estrellasdebetta.com/wp-content/uploads/wp-less/dt-the7/css/custom-f091ff0521.css?ver=4.8.1	D:/My%20Web%20Sites/edb2/web.archive.org/web/20170914025252cs_/http_/estrellasdebetta.com/wp-content/uploads/wp-less/dt-the7/css/custom-f091ff0521a288.css	(from https://estrellasdebetta.github.io/web.archive.org/web/20170914025252/http_/estrellasdebetta.com/)
02:35:01	483438/483438	---MCZ	200	added ('OK')	text/css	date:Thu,%2030%20Mar%202023%2000:33:45%20GMT	https://estrellasdebetta.github.io/web.archive.org/web/20171002181209cs_/http_/estrellasdebetta.com/wp-content/uploads/wp-less/dt-the7/css/custom-f091ff0521.css?ver=4.8.1	D:/My%20Web%20Sites/edb2/web.archive.org/web/20171002181209cs_/http_/estrellasdebetta.com/wp-content/uploads/wp-less/dt-the7/css/custom-f091ff0521a288.css	(from https://estrellasdebetta.github.io/web.archive.org/web/20170914025252/http_/estrellasdebetta.com/)
02:35:01	0/0	---M--	302	error ('FOUND')	text/plain	date:Thu,%2030%20Mar%202023%2000:33:46%20GMT	https://estrellasdebetta.github.io/web.archive.org/web/20170914025252cs_/http_/estrellasdebetta.com/wp-content/themes/dt-the7/royalslider/royalslider.css?ver=4.8.1	D:/My%20Web%20Sites/edb2/web.archive.org/web/20170914025252cs_/http_/estrellasdebetta.com/wp-content/themes/dt-the7/royalslider/royalslidera288.css	(from https://estrellasdebetta.github.io/web.archive.org/web/20170914025252/http_/estrellasdebetta.com/)
02:35:02	33428/33428	---MCZ	200	added ('OK')	text/css	date:Thu,%2030%20Mar%202023%2000:33:47%20GMT	https://estrellasdebetta.github.io/web.archive.org/web/20171002182630cs_/http_/estrellasdebetta.com/wp-content/themes/dt-the7/royalslider/royalslider.css?ver=4.8.1	D:/My%20Web%20Sites/edb2/web.archive.org/web/20171002182630cs_/http_/estrellasdebetta.com/wp-content/themes/dt-the7/royalslider/royalslidera288.css	(from https://estrellasdebetta.github.io/web.archive.org/web/20170914025252/http_/estrellasdebetta.com/)
02:35:02	0/0	---M--	302	error ('FOUND')	text/plain	date:Thu,%2030%20Mar%202023%2000:33:48%20GMT	https://estrellasdebetta.github.io/web.archive.org/web/20170914025252cs_/http_/estrellasdebetta.com/wp-content/themes/dt-the7/js/plugins/pretty-photo/css/prettyPhoto.css?ver=4.8.1	D:/My%20Web%20Sites/edb2/web.archive.org/web/20170914025252cs_/http_/estrellasdebetta.com/wp-content/themes/dt-the7/js/plugins/pretty-photo/css/prettyPhotoa288.css	(from https://estrellasdebetta.github.io/web.archive.org/web/20170914025252/http_/estrellasdebetta.com/)
02:35:03	23584/23584	---MCZ	200	added ('OK')	text/css	date:Thu,%2030%20Mar%202023%2000:33:48%20GMT	https://estrellasdebetta.github.io/web.archive.org/web/20171002175847cs_/http_/estrellasdebetta.com/wp-content/themes/dt-the7/js/plugins/pretty-photo/css/prettyPhoto.css?ver=4.8.1	D:/My%20Web%20Sites/edb2/web.archive.org/web/20171002175847cs_/http_/estrellasdebetta.com/wp-content/themes/dt-the7/js/plugins/pretty-photo/css/prettyPhotoa288.css	(from https://estrellasdebetta.github.io/web.archive.org/web/20170914025252/http_/estrellasdebetta.com/)
02:35:03	0/0	---M--	302	error ('FOUND')	text/plain	date:Thu,%2030%20Mar%202023%2000:33:49%20GMT	https://estrellasdebetta.github.io/web.archive.org/web/20170914025252cs_/http_/estrellasdebetta.com/wp-content/themes/dt-the7-child/style.css?ver=4.8.1	D:/My%20Web%20Sites/edb2/web.archive.org/web/20170914025252cs_/http_/estrellasdebetta.com/wp-content/themes/dt-the7-child/stylea288.css	(from https://estrellasdebetta.github.io/web.archive.org/web/20170914025252/http_/estrellasdebetta.com/)
